,LN_IC50
13938,4.627227
13939,2.137872
13940,4.558342
13941,4.353713
13942,7.038605
13943,2.558756
13944,6.672649
13945,0.680979
13946,5.567001
13947,5.652159
13948,4.95172
13949,2.247596
13950,4.96873
13951,3.634805
13952,3.197566
13953,2.954988
13954,2.24826
13955,6.090066
13956,4.281532
13957,2.078587
13958,1.808766
13959,4.456172
13960,2.994573
13961,4.383389
13962,3.32597
13963,2.868662
13964,6.086148
13965,2.919898
13966,0.441223
13967,3.150511
13968,4.668328
13969,5.286649
13970,2.398597
13971,-2.621076
13972,1.716634
13973,-2.863123
13974,6.944781
13975,2.006985
13976,3.633211
13977,4.070267
13978,5.9242
13979,1.545932
13980,4.8937
13981,2.744262
13982,-2.6929
13983,-0.529629
13984,-0.217961
13985,1.82419
13986,-0.496373
13987,6.070659
13988,3.65611
13989,4.545286
13990,0.086927
13991,6.072389
13992,5.881843
13993,1.326556
13994,4.299361
13995,1.532213
13996,4.463021
13997,3.610472
13998,2.042296
13999,-0.904876
14000,1.098591
14001,4.744339
14002,4.888243
14003,3.485109
14004,3.564152
14005,4.711777
14006,3.363485
14007,5.31321
14008,2.459957
14009,5.490538
14010,5.490538
14011,2.843555
14012,3.625705
14013,2.782811
14014,5.417715
14015,5.778664
14016,5.654835
14017,5.139241
14018,4.006251
14019,-2.860625
14020,5.744795
14021,-0.698868
14022,5.690694
14023,5.941505
14024,5.609756
14025,1.476514
14026,1.180218
14027,4.925832
14028,1.832227
14029,5.443467
14030,5.896801
14031,2.967011
14032,6.522448
14033,4.849576
14034,5.674139
14035,5.558332
14036,2.772221
14037,1.859608
14038,5.085859
14039,4.30488
14040,1.00132
14041,3.180006
14042,6.12631
14043,5.373051
14044,-0.034832
14045,4.518823
14046,4.114115
14047,-0.081624
14048,4.907538
14049,1.397164
14050,4.857752
14051,1.01531
14052,4.169204
14053,4.169204
14054,-0.178962
14055,7.032957
14056,3.565201
14057,2.882191
14058,-3.220333
14059,5.842428
14060,5.255114
14061,0.614539
14062,2.456895
14063,2.694194
14064,2.169388
14065,3.565131
14066,-4.53174
14067,4.730755
14068,2.71399
14069,-4.115398
14070,3.210268
14071,4.557782
14072,2.433284
14073,1.552547
14074,6.976436
14075,0.337169
14076,0.727049
14077,-0.679895
14078,2.419113
14079,3.9030895
14080,4.171485
14081,2.968469
14082,2.968469
14083,2.922127
14084,-2.509724
14085,-1.558411
14086,-3.979474
14087,2.928108
14088,2.196108
14089,3.358844
14090,3.767951
14091,3.767951
14092,3.472319
14093,4.173817
14094,2.753428
14095,5.076743
14096,3.857509
14097,3.901698
14098,4.28185
14099,3.811658
14100,6.531931
14101,1.960222
14102,3.456602
14103,5.850392
14104,4.839365
14105,-0.354987
14106,4.223805
14107,4.223805
14108,5.6863
14109,5.57777
14110,3.523884
14111,1.190838
14112,6.143522
14113,6.106357
14114,4.20382
14115,2.7926
14116,2.832543
14117,0.727579
14118,4.33541
14119,4.33541
14120,2.801549
14121,2.89672
14122,2.294351
14123,1.236331
14124,-0.765276
14125,5.624593
14126,5.898595
14127,5.898595
14128,2.991992
14129,2.788658
14130,-5.276203
14131,0.040587
14132,-2.487864
14133,6.046492
14134,2.969843
14135,3.77345
14136,2.163434
14137,5.745185
14138,1.00063
14139,5.736791
14140,5.49603
14141,-3.151345
14142,-1.464615
14143,-4.444836
14144,2.077754
14145,0.96309
14146,-3.361974
14147,-3.36972
14148,3.09607
14149,3.09607
14150,2.006516
14151,4.566179
14152,-0.465989
14153,4.359389
14154,4.808343
14155,3.863918
14156,5.295618
14157,1.369641
14158,4.103366
14159,1.832627
14160,4.185067
14161,2.908678
14162,1.158042
14163,3.553908
14164,5.64602
14165,5.678388
14166,3.140535
14167,4.469011
14168,2.286308
14169,4.991466
14170,5.96416
14171,5.614576
14172,2.550617
14173,1.823198
14174,4.997869
14175,3.563363
14176,4.76936
14177,3.639901
14178,3.390735
14179,5.502534
14180,-2.584996
14181,5.81832
14182,-2.159868
14183,4.288592
14184,5.978586
14185,3.655623
14186,-0.453452
14187,-0.271839
14188,4.333467
14189,1.602028
14190,5.418068
14191,5.879239
14192,2.943749
14193,6.278506
14194,3.851233
14195,2.825327
14196,5.56748
14197,4.967664
14198,1.187044
14199,5.925663
14200,5.329007
14201,3.556772
14202,2.167345
14203,5.539966
14204,5.311324
14205,-3.100319
14206,2.679671
14207,3.956065
14208,-1.883866
14209,4.219077
14210,2.374191
14211,5.854205
14212,2.03013
14213,5.552423
14214,-1.580507
14215,2.316767
14216,3.985085
14217,4.401789
14218,-0.852747
14219,3.986323
14220,5.067607
14221,0.085788
14222,4.852505
14223,3.287477
14224,0.152268
14225,1.513481
14226,-3.399931
14227,2.668426
14228,3.155376
14229,-2.130145
14230,4.393798
14231,4.29109
14232,3.530222
14233,-0.479074
14234,6.733074
14235,0.449777
14236,-1.303946
14237,-1.935449
14238,1.3411635
14239,3.063
14240,4.099603
14241,2.314307
14242,5.207289
14243,2.962531
14244,-4.625945
14245,-1.732286
14246,-2.64371
14247,1.145152
14248,3.419609
14249,1.004639
14250,5.361315
14251,4.304585
14252,5.634284
14253,5.432326
14254,3.128877
14255,1.485421
14256,4.368433
14257,4.136605
14258,2.573363
14259,5.770319
14260,1.990983
14261,2.566715
14262,5.358814
14263,5.096747
14264,1.955518
14265,3.011492
14266,3.859773
14267,3.859773
14268,3.111102
14269,2.162422
14270,1.873497
14271,4.987259
14272,5.071962
14273,2.065102
14274,3.728234
14275,4.293496
14276,4.293496
14277,2.42643
14278,2.678811
14279,2.149205
14280,1.279939
14281,4.587277
14282,3.112845
14283,0.358492
14284,2.720442
14285,4.966906
14286,4.324164
14287,3.233948
14288,-4.593509
14289,1.437199
14290,-1.914554
14291,4.600579
14292,1.969096
14293,3.404244
14294,2.854364
14295,5.735848
14296,2.239561
14297,3.506639
14298,5.747714
14299,-3.924567
14300,-1.763816
14301,-4.468395
14302,-0.115923
14303,2.202274
14304,-3.200784
14305,-3.386067
14306,2.104028
14307,3.067983
14308,2.683872
14309,-1.166236
14310,5.529321
14311,5.940163
14312,3.673036
14313,4.224877
14314,0.727464
14315,3.678898
14316,3.16236
14317,4.020658
14318,1.241554
14319,0.542397
14320,4.952574
14321,5.19741
14322,4.776892
14323,3.157112
14324,5.901598
14325,2.966932
14326,4.392078
14327,4.593484
14328,3.681848
14329,3.211557
14330,2.914497
14331,4.027927
14332,4.43119
14333,5.975981
14334,5.787054
14335,4.166627
14336,6.14027
14337,-3.674211
14338,5.706492
14339,-1.375798
14340,5.20099
14341,5.374116
14342,5.168195
14343,1.035954
14344,0.870605
14345,3.016642
14346,3.99416
14347,5.615904
14348,5.262141
14349,0.945332
14350,5.780618
14351,4.608606
14352,3.390875
14353,4.79926
14354,2.184073
14355,0.590797
14356,5.520799
14357,4.774603
14358,2.942034
14359,2.32209
14360,5.021074
14361,5.367303
14362,-2.319872
14363,3.903458
14364,3.141523
14365,1.540247
14366,1.540247
14367,3.96257
14368,2.983412
14369,4.398875
14370,1.154963
14371,4.54159
14372,-0.972634
14373,2.3599
14374,2.230334
14375,3.523757
14376,-1.785562
14377,5.681467
14378,3.966944
14379,-0.208426
14380,4.46703
14381,2.796808
14382,2.752712
14383,4.365288
14384,-5.273956
14385,1.810096
14386,3.798698
14387,-4.010027
14388,3.563305
14389,4.354348
14390,2.311436
14391,1.104398
14392,6.31983
14393,1.077353
14394,0.866677
14395,1.831632
14396,3.681114
14397,2.597008
14398,2.822559
14399,4.793625
14400,5.955839
14401,2.140104
14402,-4.244697
14403,-2.42133
14404,-1.968325
14405,-1.968325
14406,2.007477
14407,3.856454
14408,2.526153
14409,2.284114
14410,2.908836
14411,5.466067
14412,1.848169
14413,3.163121
14414,2.810583
14415,2.870422
14416,5.664506
14417,3.3952
14418,5.905239
14419,2.016491
14420,3.365178
14421,4.695387
14422,4.705611
14423,1.675978
14424,4.501947
14425,4.84668
14426,3.322402
14427,3.955677
14428,1.823556
14429,6.8456
14430,4.28109
14431,2.326615
14432,2.856726
14433,4.377852
14434,4.013568
14435,4.629544
14436,2.190539
14437,4.297354
14438,7.199894
14439,5.064329
14440,1.902076
14441,5.216114
14442,4.490482
14443,3.281853
14444,1.89769
14445,-3.693908
14446,1.909655
14447,0.600121
14448,7.532981
14449,2.572346
14450,4.751872
14451,3.531261
14452,5.309868
14453,4.582217
14454,6.101746
14455,5.559875
14456,0.325941
14457,-1.124317
14458,-4.692409
14459,-1.198899
14460,2.148573
14461,-0.965895
14462,0.382853
14463,4.862682
14464,4.392707
14465,3.647266
14466,3.080384
14467,5.561257
14468,6.660029
14469,2.215168
14470,7.011791
14471,0.645291
14472,4.1730385
14473,3.789599
14474,2.766516
14475,2.445318
14476,0.537572
14477,3.599804
14478,4.986096
14479,4.197494
14480,3.667009
14481,3.902756
14482,5.714353
14483,6.159591
14484,3.305384
14485,3.305384
14486,5.201741
14487,6.572723
14488,3.73411
14489,2.445706
14490,5.415872
14491,4.888779
14492,5.207302
14493,4.006844
14494,4.941046
14495,-1.211544
14496,5.928158
14497,-1.347651
14498,5.315207
14499,5.902381
14500,5.21763
14501,4.952747
14502,3.299649
14503,4.804548
14504,5.444287
14505,3.776074
14506,4.032304
14507,3.486931
14508,6.927624
14509,3.833302
14510,4.647779
14511,5.776793
14512,3.418358
14513,1.463255
14514,5.430955
14515,5.003266
14516,1.034998
14517,5.092953
14518,6.159693
14519,6.507033
14520,0.573308
14521,4.154356
14522,3.433295
14523,0.971081
14524,4.707596
14525,4.681736
14526,6.08867
14527,2.23041
14528,3.496906
14529,0.651766
14530,4.757932
14531,3.128615
14532,4.214896
14533,-2.253034
14534,5.351043
14535,6.116442
14536,0.018695
14537,3.189554
14538,4.229209
14539,4.396776
14540,6.360753
14541,-2.665575
14542,4.148783
14543,3.724836
14544,-1.191533
14545,5.047202
14546,3.630875
14547,3.32228
14548,0.121159
14549,6.171932
14550,4.972708
14551,2.635785
14552,0.397643
14553,3.327713
14554,4.738112
14555,5.244197
14556,2.853504
14557,-0.96987
14558,2.00474
14559,0.800271
14560,2.082172
14561,2.656279
14562,3.719989
14563,3.606083
14564,3.606083
14565,3.60695
14566,3.749598
14567,2.298668
14568,4.452844
14569,3.690546
14570,4.872829
14571,8.951813
14572,2.606236
14573,3.05671
14574,3.05671
14575,4.460351
14576,4.955166
14577,5.673351
14578,6.931221
14579,6.77952
14580,5.73665
14581,7.153304
14582,7.64727
14583,4.302594
14584,5.219342
14585,6.653713
14586,5.608832
14587,4.777619
14588,3.233474
14589,5.460641
14590,6.445108
14591,5.57435
14592,4.201595
14593,5.780132
14594,6.653268
14595,3.787809
14596,2.587893
14597,3.040018
14598,6.126313
14599,6.850253
14600,3.108613
14601,-2.972479
14602,2.684433
14603,2.435656
14604,7.165644
14605,3.505602
14606,7.692661
14607,6.469134
14608,5.387591
14609,5.96537
14610,6.77137
14611,7.199019
14612,-2.299995
14613,1.826184
14614,1.609726
14615,-0.677746
14616,0.317843
14617,0.477922
14618,5.839443
14619,6.766428
14620,5.030998
14621,1.499679
14622,6.557611
14623,8.21508
14624,3.070637
14625,6.50774
14626,3.616639
14627,5.380092
14628,3.398118
14629,5.490341
14630,6.796896
14631,2.704164
14632,6.62252
14633,6.718487
14634,5.326921
14635,5.304299
14636,5.99073
14637,7.671565
14638,7.487636
14639,6.170417
14640,5.401544
14641,6.98514
14642,4.142435
14643,7.066646
14644,6.929022
14645,6.350852
14646,4.956314
14647,7.078272
14648,7.416562
14649,1.630308
14650,5.527743
14651,-1.685081
14652,4.792643
14653,7.684036
14654,8.066284
14655,5.840264
14656,3.523708
14657,7.959225
14658,5.659655
14659,6.253188
14660,7.49567
14661,1.778529
14662,7.448885
14663,5.908363
14664,7.650223
14665,7.634919
14666,6.853673
14667,6.02145
14668,5.738872
14669,5.23272
14670,7.617244
14671,2.830847
14672,7.682227
14673,6.897087
14674,7.362553
14675,1.868493
14676,7.892406
14677,6.936805
14678,0.45846
14679,6.483571
14680,2.510668
14681,7.43906
14682,4.542437
14683,5.955705
14684,3.652156
14685,8.717316
14686,6.976158
14687,6.316002
14688,1.374883
14689,7.379483
14690,7.499206
14691,1.617724
14692,3.767883
14693,3.987856
14694,3.023665
14695,2.274183
14696,-5.258678
14697,4.891722
14698,4.959157
14699,-1.130512
14700,6.408688
14701,5.270377
14702,5.154807
14703,2.506691
14704,8.028597
14705,4.880833
14706,2.620822
14707,-0.94149
14708,4.755637
14709,6.051198
14710,7.507787
14711,5.839426
14712,6.692811
14713,3.202056
14714,0.148597
14715,3.973658
14716,2.02525
14717,6.033335
14718,4.613151
14719,4.34153
14720,4.313742
14721,4.121305
14722,6.507244
14723,7.45984
14724,5.49296
14725,4.081105
14726,5.74536
14727,5.332841
14728,3.627417
14729,4.168184
14730,2.754949
14731,1.733477
14732,4.458931
14733,4.391131
14734,0.930244
14735,4.488974
14736,4.464353
14737,1.701966
14738,2.293239
14739,1.261703
14740,6.128896
14741,3.329556
14742,1.867665
14743,3.012218
14744,1.969445
14745,2.314869
14746,1.223778
14747,3.391263
14748,5.795953
14749,5.690724
14750,1.911774
14751,-0.688815
14752,1.080075
14753,4.91713
14754,5.670996
14755,1.734971
14756,-5.787138
14757,0.692324
14758,-1.5951
14759,5.968568
14760,1.294992
14761,4.181488
14762,4.325019
14763,4.610129
14764,2.67302
14765,5.642154
14766,5.500943
14767,-2.4713085
14768,-3.2772
14769,-1.812024
14770,-2.065788
14771,1.19783
14772,-1.73727
14773,-5.81748
14774,6.444975
14775,4.696589
14776,4.641855
14777,-0.631462
14778,5.229135
14779,6.15549
14780,2.847109
14781,5.76024
14782,-0.299237
14783,3.839065
14784,2.983246
14785,4.071856
14786,3.971133
14787,-0.919057
14788,3.497391
14789,5.178532
14790,5.551634
14791,3.478469
14792,2.739728
14793,3.909667
14794,4.699
14795,5.345367
14796,2.062294
14797,3.617335
14798,3.535734
14799,3.361222
14800,5.704415
14801,5.409473
14802,4.321073
14803,5.118182
14804,5.817688
14805,-2.952823
14806,4.839361
14807,-2.015302
14808,4.466138
14809,5.717687
14810,6.438377
14811,2.392589
14812,1.434901
14813,2.087935
14814,3.246354
14815,5.802375
14816,5.41457
14817,1.361645
14818,6.127259
14819,4.561119
14820,5.535227
14821,5.950122
14822,3.885537
14823,1.660225
14824,4.574255
14825,4.87476
14826,1.760136
14827,2.480602
14828,5.976508
14829,-4.117771
14830,3.045461
14831,5.071293
14832,2.371263
14833,2.371263
14834,3.28619
14835,1.182058
14836,5.717164
14837,0.067345
14838,3.493333
14839,-0.418243
14840,6.969148
14841,4.412859
14842,3.675703
14843,-4.827632
14844,5.946085
14845,5.408061
14846,-0.081534
14847,3.558349
14848,3.011939
14849,4.868001
14850,5.419981
14851,-4.356165
14852,3.166861
14853,3.337829
14854,-5.022539
14855,2.994842
14856,3.475033
14857,1.577951
14858,1.577951
14859,0.115887
14860,6.292316
14861,1.440742
14862,2.116343
14863,0.917792
14864,1.798715
14865,1.5489815
14866,5.153877
14867,4.998898
14868,2.340618
14869,-3.015635
14870,-1.133687
14871,-2.932792
14872,2.561899
14873,3.445837
14874,2.045931
14875,3.598125
14876,3.23793
14877,5.009306
14878,3.149504
14879,5.681791
14880,1.439948
14881,4.209667
14882,6.071094
14883,4.875691
14884,6.29973
14885,2.867516
14886,5.206188
14887,5.358025
14888,5.010659
14889,2.469721
14890,4.803504
14891,5.693376
14892,3.470546
14893,3.48224
14894,2.06616
14895,7.36378
14896,3.58732
14897,2.74142
14898,4.59184
14899,5.104997
14900,1.57333
14901,4.564583
14902,3.798978
14903,1.10447
14904,7.429118
14905,3.542347
14906,1.674175
14907,5.514252
14908,6.320957
14909,4.412847
14910,3.173034
14911,-3.672068
14912,2.222651
14913,-2.393159
14914,7.869941
14915,4.494792
14916,6.217305
14917,4.127948
14918,6.38146
14919,3.374066
14920,5.47604
14921,5.384602
14922,-2.83617
14923,-0.077689
14924,-3.617914
14925,-0.013911
14926,2.453875
14927,-1.338773
14928,6.094618
14929,2.690995
14930,3.352832
14931,0.651086
14932,5.913078
14933,6.733774
14934,4.691206
14935,7.109941
14936,1.470009
14937,5.436418
14938,4.407749
14939,5.078214
14940,-0.706666
14941,1.964064
14942,5.798159
14943,6.419728
14944,5.164972
14945,3.431692
14946,5.410582
14947,2.975351
14948,6.306092
14949,6.020762
14950,6.351128
14951,3.069411
14952,3.101475
14953,5.382392
14954,3.283439
14955,5.23643
14956,5.270462
14957,4.686037
14958,5.232568
14959,-1.527418
14960,5.658369
14961,-1.417471
14962,5.082097
14963,6.531013
14964,5.331628
14965,0.281965
14966,1.694735
14967,5.625514
14968,3.808791
14969,5.591449
14970,4.877306
14971,5.399296
14972,7.464476
14973,5.229791
14974,4.574859
14975,6.53047
14976,3.852865
14977,1.261725
14978,4.183791
14979,6.315476
14980,3.455726
14981,1.782895
14982,6.142418
14983,-1.637391
14984,3.778467
14985,5.943197
14986,-0.832967
14987,5.783461
14988,1.396357
14989,6.518899
14990,3.098835
14991,5.694454
14992,0.888962
14993,4.775306
14994,2.886072
14995,3.825877
14996,-1.967205
14997,5.487298
14998,5.498015
14999,0.762784
15000,5.738523
15001,4.072928
15002,1.476132
15003,2.764434
15004,-5.650634
15005,5.512529
15006,5.27543
15007,-1.008443
15008,4.795191
15009,6.07876
15010,4.40032
15011,1.747377
15012,7.818775
15013,1.047084
15014,0.860852
15015,-0.686793
15016,1.948151
15017,2.525894
15018,4.921733
15019,4.104956
15020,4.466043
15021,3.340582
15022,-2.54784
15023,0.056002
15024,-1.705428
15025,3.098908
15026,2.951057
15027,2.915278
15028,4.657663
15029,4.211395
15030,5.535037
15031,5.624917
15032,5.317065
15033,5.270679
15034,5.117866
15035,6.486195
15036,3.883223
15037,3.656782
15038,3.968061
15039,4.777891
15040,4.777891
15041,5.999916
15042,5.834601
15043,7.057886
15044,4.610585
15045,4.102438
15046,4.939782
15047,3.913775
15048,2.856341
15049,0.37553
15050,5.329364
15051,5.90182
15052,5.053526
15053,-5.358922
15054,2.682875
15055,-0.811421
15056,4.406957
15057,3.522298
15058,5.236064
15059,3.42387
15060,5.539942
15061,-3.558969
15062,0.069743
15063,-0.967019
15064,3.53099
15065,-1.39301
15066,0.175351
15067,5.607141
15068,6.456567
15069,3.352745
15070,4.425629
15071,3.236004
15072,4.269643
15073,3.235899
15074,1.993541
15075,4.198348
15076,5.088037
15077,3.603804
15078,4.905189
15079,4.72519
15080,4.591092
15081,4.449901
15082,3.714581
15083,5.171007
15084,6.624808
15085,-2.731266
15086,-1.617366
15087,4.306535
15088,6.072272
15089,1.499432
15090,5.861796
15091,1.964498
15092,5.378023
15093,5.436463
15094,5.429448
15095,6.362338
15096,5.214007
15097,2.424778
15098,5.256848
15099,6.456527
15100,0.052369
15101,5.609864
15102,0.307108
15103,5.493602
15104,1.682495
15105,3.148661
15106,5.749008
15107,4.686107
15108,0.637252
15109,4.699367
15110,4.127678
15111,2.973171
15112,-3.382062
15113,3.68873
15114,-1.931585
15115,4.933082
15116,4.709623
15117,3.588356
15118,1.384859
15119,5.971322
15120,0.87522
15121,3.859032
15122,3.827951
15123,6.264064
15124,5.292045
15125,2.509202
15126,-1.018764
15127,1.385614
15128,4.756241
15129,3.758774
15130,3.243741
15131,3.837404
15132,5.414434
15133,5.37655
15134,4.97194
15135,2.805984
15136,1.741111
15137,1.915629
15138,1.069788
15139,4.323528
15140,3.331025
15141,3.289032
15142,1.602163
15143,4.73666
15144,4.732611
15145,3.163802
15146,2.896455
15147,3.650415
15148,3.319944
15149,4.021146
15150,0.890146
15151,2.090129
15152,2.822527
15153,2.210719
15154,1.969149
15155,2.940138
15156,1.895375
15157,5.441849
15158,2.230583
15159,3.384743
15160,2.655223
15161,-0.347751
15162,1.82092
15163,1.871474
15164,4.537449
15165,4.647873
15166,2.335047
15167,-5.243277
15168,0.284541
15169,-0.906245
15170,4.909071
15171,1.676566
15172,5.626464
15173,2.828453
15174,5.36725
15175,3.949093
15176,4.777255
15177,3.873492
15178,-3.726258
15179,-1.651208
15180,1.983121
15181,-0.350834
15182,-1.285986
15183,-2.6233985
15184,5.099956
15185,3.210747
15186,2.322816
15187,3.746726
15188,-0.841496
15189,5.227626
15190,5.660973
15191,2.538444
15192,4.377447
15193,2.407337
15194,1.8377115
15195,1.622667
15196,3.960961
15197,4.096621
15198,-0.734286
15199,2.326731
15200,4.910139
15201,3.698402
15202,3.802839
15203,2.832464
15204,4.283207
15205,3.827899
15206,5.351359
15207,3.715353
15208,1.312226
15209,3.262265
15210,3.248027
15211,3.49621
15212,4.195217
15213,2.79997
15214,4.845368
15215,7.14181
15216,3.519143
15217,3.499997
15218,5.500696
15219,-1.447733
15220,3.106229
15221,-1.229029
15222,3.196659
15223,5.975429
15224,4.907691
15225,1.601626
15226,2.148345
15227,2.163639
15228,4.807165
15229,3.694775
15230,3.256486
15231,1.814975
15232,6.079442
15233,2.34995
15234,5.555046
15235,3.499644
15236,4.246246
15237,4.246246
15238,2.675071
15239,2.32277
15240,2.176438
15241,4.775174
15242,1.289217
15243,1.107162
15244,3.642365
15245,2.387619
15246,-2.411703
15247,3.401869
15248,3.819682
15249,2.627414
15250,3.632196
15251,3.03318
15252,4.16321
15253,5.599033
15254,0.433861
15255,4.485771
15256,0.824205
15257,3.39341
15258,3.594938
15259,3.977836
15260,-1.544311
15261,3.518966
15262,3.496137
15263,5.206654
15264,5.220581
15265,-1.649746
15266,3.349923
15267,2.144811
15268,5.626134
15269,3.14808
15270,4.985573
15271,-3.267883
15272,2.658763
15273,3.42143
15274,-2.4212
15275,4.169204
15276,4.169204
15277,2.843773
15278,0.80411
15279,1.4361
15280,6.87187
15281,1.355845
15282,0.662944
15283,3.704286
15284,2.341676
15285,3.245597
15286,2.250459
15287,3.261196
15288,3.504315
15289,5.1722
15290,2.062908
15291,-1.45413
15292,2.224722
15293,-2.224932
15294,1.355905
15295,3.579496
15296,2.832213
15297,3.159055
15298,2.636242
15299,3.033206
15300,4.953878
15301,4.913343
15302,3.719722
15303,3.787654
15304,3.803973
15305,6.228839
15306,2.092681
15307,7.013383
15308,3.607205
15309,3.78149
15310,4.685212
15311,4.790743
15312,2.034938
15313,4.316762
15314,6.047929
15315,6.034925
15316,4.811605
15317,4.099618
15318,6.034878
15319,4.881208
15320,2.651456
15321,3.834191
15322,3.745099
15323,4.834907
15324,4.286866
15325,4.205642
15326,4.88744
15327,4.903356
15328,1.933247
15329,0.05673
15330,4.21405
15331,5.964676
15332,5.255587
15333,1.532271
15334,-4.251545
15335,1.060634
15336,-1.865504
15337,6.552111
15338,2.098414
15339,2.195079
15340,4.232183
15341,6.351584
15342,3.301017
15343,5.102418
15344,6.011552
15345,-2.6907585
15346,-1.370355
15347,1.425595
15348,2.206299
15349,-1.012366
15350,-1.138083
15351,4.929996
15352,2.106689
15353,4.265066
15354,0.101051
15355,5.877032
15356,6.075995
15357,6.075995
15358,2.456813
15359,6.862006
15360,1.219364
15361,5.124284
15362,4.1123
15363,3.297274
15364,2.676476
15365,0.364786
15366,5.097288
15367,6.325139
15368,4.662171
15369,3.027861
15370,5.131767
15371,5.332455
15372,6.103102
15373,5.238813
15374,5.851686
15375,3.608129
15376,3.498385
15377,6.364056
15378,6.344713
15379,6.119977
15380,4.914443
15381,4.377626
15382,6.441553
15383,-1.125573
15384,6.392853
15385,-1.36645
15386,4.732833
15387,6.459309
15388,7.022279
15389,0.981394
15390,0.368809
15391,4.990819
15392,4.056697
15393,5.532252
15394,4.411513
15395,2.23468
15396,6.840396
15397,4.926834
15398,5.527532
15399,6.181809
15400,2.535391
15401,2.007429
15402,5.209472
15403,4.674767
15404,2.901741
15405,3.877922
15406,6.082267
15407,4.345152
15408,-1.528039
15409,5.88615
15410,5.267846
15411,1.5441
15412,5.371686
15413,2.521913
15414,6.090902
15415,2.466648
15416,5.453636
15417,1.889368
15418,6.398298
15419,4.528935
15420,4.364234
15421,-0.777843
15422,4.60325
15423,6.451554
15424,1.783261
15425,4.901395
15426,2.718113
15427,5.614482
15428,6.232244
15429,-4.280927
15430,4.692334
15431,3.850643
15432,-2.891764
15433,3.441408
15434,4.747544
15435,3.864063
15436,1.787756
15437,7.437031
15438,0.929427
15439,0.232031
15440,2.637085
15441,3.77355
15442,4.8040705
15443,2.47661
15444,5.306723
15445,2.758973
15446,-1.360877
15447,1.94183
15448,-0.055594
15449,2.022059
15450,6.007208
15451,3.118064
15452,3.153141
15453,3.426102
15454,4.598529
15455,5.484908
15456,5.191227
15457,2.915332
15458,4.24846
15459,7.199253
15460,1.808467
15461,0.536699
15462,1.76411
15463,2.305306
15464,3.544249
15465,5.83468
15466,3.536608
15467,4.206765
15468,5.859608
15469,5.408396
15470,2.922337
15471,2.101334
15472,5.00854
15473,3.683103
15474,5.144419
15475,1.770836
15476,2.413339
15477,3.687212
15478,3.298948
15479,3.459533
15480,4.083843
15481,3.897871
15482,1.51258
15483,-0.425976
15484,2.112423
15485,5.59528
15486,4.8296
15487,0.388101
15488,-4.913578
15489,0.922597
15490,-1.257903
15491,6.398936
15492,1.167473
15493,4.904274
15494,4.541436
15495,4.990551
15496,4.278885
15497,5.342859
15498,5.709851
15499,-3.8120415
15500,1.003469
15501,-0.966789
15502,-0.601665
15503,-1.731551
15504,3.119379
15505,1.683692
15506,3.777993
15507,-1.26557
15508,5.217012
15509,5.692392
15510,0.263937
15511,1.225716
15512,1.276714
15513,4.2669625
15514,2.623288
15515,1.471203
15516,3.531553
15517,1.58081
15518,5.747863
15519,5.407766
15520,4.58514
15521,3.389155
15522,5.253131
15523,5.904626
15524,5.286413
15525,2.948395
15526,3.147203
15527,3.350892
15528,3.591805
15529,1.312959
15530,5.953056
15531,5.890356
15532,4.410103
15533,3.189561
15534,5.954077
15535,-3.624964
15536,4.022132
15537,-1.31264
15538,3.699204
15539,5.962694
15540,5.962694
15541,5.962694
15542,5.173801
15543,0.975
15544,0.283249
15545,4.329687
15546,4.594139
15547,5.072065
15548,3.83106
15549,2.906857
15550,6.549569
15551,3.647361
15552,4.846329
15553,5.983137
15554,1.598984
15555,1.635854
15556,3.265825
15557,4.780914
15558,0.426115
15559,4.875148
15560,3.265428
15561,-2.257608
15562,4.947528
15563,5.962694
15564,5.962694
15565,5.962694
15566,0.74604
15567,4.738883
15568,0.777941
15569,5.696697
15570,1.509187
15571,5.033614
15572,-0.42687
15573,6.310057
15574,4.946545
15575,5.887826
15576,-0.479435
15577,5.919971
15578,5.962694
15579,5.962694
15580,5.962694
15581,0.73554
15582,1.98252
15583,2.702122
15584,3.874545
15585,3.939235
15586,-4.784682
15587,2.544699
15588,3.393065
15589,-3.223819
15590,3.054926
15591,3.504686
15592,2.140685
15593,0.633181
15594,6.879437
15595,0.534385
15596,0.762696
15597,-0.015576
15598,5.095177
15599,4.475149
15600,5.705833
15601,2.137425
15602,-4.357642
15603,-2.335753
15604,-2.026482
15605,0.245547
15606,4.789304
15607,1.689837
15608,3.775592
15609,3.265926
15610,5.772626
15611,4.389826
15612,3.586966
15613,1.377463
15614,3.371574
15615,4.388587
15616,1.799935
15617,0.615254
15618,-2.432259
15619,0.710631
15620,5.919386
15621,4.165648
15622,3.139053
15623,1.65978
15624,6.514957
15625,3.485641
15626,3.485641
15627,2.716366
15628,2.940371
15629,5.694734
15630,4.95993
15631,1.371806
15632,0.620389
15633,2.075916
15634,1.521205
15635,2.178375
15636,1.980396
15637,2.523015
15638,4.862943
15639,1.565973
15640,0.682363
15641,2.062138
15642,5.862383
15643,2.776065
15644,1.86143
15645,-3.173987
15646,0.201051
15647,0.756867
15648,6.76087
15649,1.881576
15650,4.283046
15651,4.421661
15652,5.30772
15653,4.275616
15654,6.092499
15655,4.414136
15656,-3.422891
15657,-2.365637
15658,0.355024
15659,0.376849
15660,-3.422722
